Date,Open,High,Low,Close,Adj Close,Volume,PriceChange,VolumeChange
2/18/00,1388.26001,1388.589966,1345.319946,1346.089966,1346.089966,1042300000,-3.03761858,0.724777735
2/22/00,1346.089966,1358.109985,1331.880005,1352.170044,1352.170044,980000000,0.451684371,-5.977165883
2/23/00,1352.170044,1370.109985,1342.439941,1360.689941,1360.689941,993700000,0.630090649,1.397959184
2/24/00,1360.689941,1364.800049,1329.880005,1353.430054,1353.430054,1215000000,-0.533544548,22.27030291
2/25/00,1353.430054,1362.140015,1329.150024,1333.359985,1333.359985,1065200000,-1.482904044,-12.32921811
2/28/00,1333.359985,1360.819946,1325.069946,1348.050049,1348.050049,1026500000,1.101732778,-3.633120541
2/29/00,1348.050049,1369.630005,1348.050049,1366.420044,1366.420044,1204300000,1.362708678,17.32099367
3/1/00,1366.420044,1383.459961,1366.420044,1379.189941,1379.189941,1274100000,0.934551352,5.795898032
3/2/00,1379.189941,1386.560059,1370.349976,1381.76001,1381.76001,1198600000,0.186346269,-5.925751511
3/3/00,1381.76001,1410.880005,1381.76001,1409.170044,1409.170044,1150300000,1.983704392,-4.029701318
3/6/00,1409.170044,1409.73999,1384.75,1391.280029,1391.280029,1029000000,-1.26954267,-10.5450752
3/7/00,1391.280029,1399.209961,1349.98999,1355.619995,1355.619995,1314100000,-2.563109745,27.70651118
3/8/00,1355.619995,1373.790039,1346.619995,1366.699951,1366.699951,1203000000,0.817334949,-8.454455521
3/9/00,1366.699951,1401.819946,1357.880005,1401.689941,1401.689941,1123000000,2.560180819,-6.650041563
3/10/00,1401.689941,1413.459961,1392.069946,1395.069946,1395.069946,1138800000,-0.472286688,1.406945681
3/13/00,1395.069946,1398.390015,1364.839966,1383.619995,1383.619995,1016100000,-0.820743865,-10.77449947
3/14/00,1383.619995,1395.150024,1359.150024,1359.150024,1359.150024,1094000000,-1.768547079,7.666568251
3/15/00,1359.150024,1397.98999,1356.98999,1392.140015,1392.140015,1302800000,2.427251622,19.08592322
3/16/00,1392.150024,1458.469971,1392.150024,1458.469971,1458.469971,1482300000,4.764603796,13.77801658
3/17/00,1458.469971,1477.329956,1453.319946,1464.469971,1464.469971,1295100000,0.411390026,-12.62902247
3/20/00,1464.469971,1470.300049,1448.48999,1456.630005,1456.630005,920800000,-0.535344948,-28.90124315
3/21/00,1456.630005,1493.920044,1446.060059,1493.869995,1493.869995,1065900000,2.556585397,15.75803649
3/22/00,1493.869995,1505.079956,1487.329956,1500.640015,1500.640015,1075000000,0.453186691,0.853738625
3/23/00,1500.640015,1532.5,1492.390015,1527.349976,1527.349976,1078300000,1.779904623,0.306976744
3/24/00,1527.349976,1552.869995,1516.829956,1527.459961,1527.459961,1052200000,0.007201035,-2.420476676
3/27/00,1527.459961,1534.630005,1518.459961,1523.859985,1523.859985,901000000,-0.235683821,-14.36989166
3/28/00,1523.859985,1527.359985,1507.089966,1507.72998,1507.72998,959100000,-1.058496526,6.448390677
3/29/00,1507.72998,1521.449951,1497.449951,1508.52002,1508.52002,1061900000,0.052399303,10.71838182
3/30/00,1508.52002,1517.380005,1474.630005,1487.920044,1487.920044,1193400000,-1.365575248,12.3834636
3/31/00,1487.920044,1519.810059,1484.380005,1498.579956,1498.579956,1227400000,0.716430432,2.849002849
4/3/00,1498.579956,1507.189941,1486.959961,1505.969971,1505.969971,1021700000,0.493134515,-16.75900277
4/4/00,1505.97998,1526.449951,1416.410034,1494.72998,1494.72998,1515460000,-0.746362226,48.32729764
4/5/00,1494.72998,1506.550049,1478.050049,1487.369995,1487.369995,1110300000,-0.492395623,-26.73511673
4/6/00,1487.369995,1511.76001,1487.369995,1501.339966,1501.339966,1008000000,0.939239802,-9.21372602
4/7/00,1501.339966,1518.680054,1501.339966,1516.349976,1516.349976,891600000,0.999774224,-11.54761905
4/10/00,1516.349976,1527.189941,1503.349976,1504.459961,1504.459961,853700000,-0.784120763,-4.250785105
4/11/00,1504.459961,1512.800049,1486.780029,1500.589966,1500.589966,971400000,-0.257234828,13.78704463
4/12/00,1500.589966,1509.079956,1466.150024,1467.170044,1467.170044,1175900000,-2.22711885,21.05208977
4/13/00,1467.170044,1477.52002,1439.339966,1440.51001,1440.51001,1032000000,-1.817105939,-12.23743516
4/14/00,1440.51001,1440.51001,1339.400024,1356.560059,1356.560059,1279700000,-5.827793658,24.00193798
4/17/00,1356.560059,1401.530029,1346.5,1401.439941,1401.439941,1204700000,3.308359383,-5.860748613
4/18/00,1401.439941,1441.609985,1397.810059,1441.609985,1441.609985,1109400000,2.866340742,-7.910683158
4/19/00,1441.609985,1447.689941,1424.26001,1427.469971,1427.469971,1001400000,-0.980848783,-9.734991888
4/20/00,1427.469971,1435.48999,1422.079956,1434.540039,1434.540039,896200000,0.495286636,-10.50529259
4/24/00,1434.540039,1434.540039,1407.130005,1429.859985,1429.859985,868700000,-0.326240737,-3.068511493
4/25/00,1429.859985,1477.670044,1429.859985,1477.439941,1477.439941,1071100000,3.327595464,23.29918269
4/26/00,1477.439941,1482.939941,1456.97998,1460.98999,1460.98999,999600000,-1.113409117,-6.67538045
4/27/00,1460.98999,1469.209961,1434.810059,1464.920044,1464.920044,1111000000,0.268999379,11.14445778
4/28/00,1464.920044,1473.619995,1448.150024,1452.430054,1452.430054,984600000,-0.852605577,-11.37713771
5/1/00,1452.430054,1481.51001,1452.430054,1468.25,1468.25,966300000,1.08920536,-1.858622791
5/2/00,1468.25,1468.25,1445.219971,1446.290039,1446.290039,1011500000,-1.49565544,4.677636345
5/3/00,1446.290039,1446.290039,1398.359985,1415.099976,1415.099976,991600000,-2.15655658,-1.967375185
5/4/00,1415.099976,1420.98999,1404.939941,1409.569946,1409.569946,925800000,-0.39078723,-6.635740218
5/5/00,1409.569946,1436.030029,1405.079956,1432.630005,1432.630005,805500000,1.635964151,-12.99416721
5/8/00,1432.630005,1432.630005,1417.050049,1424.170044,1424.170044,787600000,-0.590519602,-2.222222222
5/9/00,1424.170044,1430.280029,1401.849976,1412.140015,1412.140015,896600000,-0.844704539,13.83951244
5/10/00,1412.140015,1412.140015,1375.140015,1383.050049,1383.050049,1006400000,-2.059991622,12.24626366
5/11/00,1383.050049,1410.26001,1383.050049,1407.810059,1407.810059,953600000,1.790246855,-5.246422893
5/12/00,1407.810059,1430.130005,1407.810059,1420.959961,1420.959961,858200000,0.93406791,-10.00419463
5/15/00,1420.959961,1452.390015,1416.540039,1452.359985,1452.359985,854600000,2.209775424,-0.419482638
5/16/00,1452.359985,1470.400024,1450.76001,1466.040039,1466.040039,955500000,0.941918955,11.80669319
5/17/00,1466.040039,1466.040039,1441.670044,1447.800049,1447.800049,820500000,-1.244167247,-14.12872841
5/18/00,1447.800049,1458.040039,1436.589966,1437.209961,1437.209961,807900000,-0.731460674,-1.535648995
5/19/00,1437.209961,1437.209961,1401.73999,1406.949951,1406.949951,853700000,-2.105468987,5.669018443
5/22/00,1406.949951,1410.550049,1368.72998,1400.719971,1400.719971,869000000,-0.442800399,1.792198665
5/23/00,1400.719971,1403.77002,1373.430054,1373.859985,1373.859985,869900000,-1.917584282,0.103567319
5/24/00,1373.859985,1401.75,1361.089966,1399.050049,1399.050049,1152300000,1.833524833,32.46350155
5/25/00,1399.050049,1411.650024,1373.930054,1381.52002,1381.52002,984500000,-1.252995131,-14.56217999
5/26/00,1381.52002,1391.420044,1369.75,1378.02002,1378.02002,722600000,-0.253344139,-26.60233621
5/30/00,1378.02002,1422.449951,1378.02002,1422.449951,1422.449951,844200000,3.224186177,16.82812068
5/31/00,1422.439941,1434.48999,1415.5,1420.599976,1420.599976,960500000,-0.130055542,13.77635631
6/1/00,1420.599976,1448.810059,1420.599976,1448.810059,1448.810059,960100000,1.985786532,-0.041644977
6/2/00,1448.810059,1483.22998,1448.810059,1477.26001,1477.26001,1162400000,1.963677076,21.0707218
6/5/00,1477.26001,1477.280029,1464.680054,1467.630005,1467.630005,838600000,-0.651882873,-27.85615967
6/6/00,1467.630005,1471.359985,1454.73999,1457.839966,1457.839966,950100000,-0.667064517,13.29596947
6/7/00,1457.839966,1474.640015,1455.060059,1471.359985,1471.359985,854600000,0.927400765,-10.05157352
6/8/00,1471.359985,1475.650024,1456.48999,1461.670044,1461.670044,854300000,-0.658570377,-0.035104142
6/9/00,1461.670044,1472.670044,1454.959961,1456.949951,1456.949951,786000000,-0.322924659,-7.994849584
6/12/00,1456.949951,1462.930054,1445.98999,1446,1446,774100000,-0.751566723,-1.513994911
6/13/00,1446,1470.420044,1442.380005,1469.439941,1469.439941,935900000,1.621019433,20.90169229
6/14/00,1469.439941,1483.619995,1467.709961,1470.540039,1470.540039,929700000,0.074865122,-0.662463938
6/15/00,1470.540039,1482.040039,1464.619995,1478.72998,1478.72998,1011400000,0.556934241,8.787781005
6/16/00,1478.72998,1480.77002,1460.420044,1464.459961,1464.459961,1250800000,-0.965018576,23.67016017
6/19/00,1464.459961,1488.930054,1459.050049,1486,1486,921700000,1.470852026,-26.31116086
6/20/00,1486,1487.319946,1470.180054,1475.949951,1475.949951,1031500000,-0.676315545,11.91276988
6/21/00,1475.949951,1482.189941,1468,1479.130005,1479.130005,1009600000,0.215458119,-2.123121667
6/22/00,1479.130005,1479.130005,1448.030029,1452.180054,1452.180054,1022700000,-1.822013678,1.297543582
6/23/00,1452.180054,1459.939941,1438.310059,1441.47998,1441.47998,847600000,-0.736828327,-17.12134546
6/26/00,1441.47998,1459.660034,1441.47998,1455.310059,1455.310059,889000000,0.959436079,4.884379424
6/27/00,1455.310059,1463.349976,1450.550049,1450.550049,1450.550049,1042500000,-0.327078753,17.26659168
6/28/00,1450.550049,1467.630005,1450.550049,1454.819946,1454.819946,1095100000,0.29436399,5.045563549
6/29/00,1454.819946,1455.140015,1434.630005,1442.390015,1442.390015,1110900000,-0.854396521,1.442790613
6/30/00,1442.390015,1454.680054,1438.709961,1454.599976,1454.599976,1459700000,0.84650898,31.39796561
7/3/00,1454.599976,1469.579956,1450.849976,1469.540039,1469.540039,451900000,1.027090832,-69.04158389
7/5/00,1469.540039,1469.540039,1442.449951,1446.22998,1446.22998,1019300000,-1.586214624,125.5587519
7/6/00,1446.22998,1461.650024,1439.560059,1456.670044,1456.670044,947300000,0.721881315,-7.063671147
7/7/00,1456.670044,1484.119995,1456.670044,1478.900024,1478.900024,931700000,1.526082045,-1.646785601
7/10/00,1478.900024,1486.560059,1474.76001,1475.619995,1475.619995,838700000,-0.22178842,-9.981753783
7/11/00,1475.619995,1488.77002,1470.47998,1480.880005,1480.880005,980500000,0.356461014,16.90711816
7/12/00,1480.880005,1497.689941,1480.880005,1492.920044,1492.920044,1001200000,0.813032721,2.111167772
7/13/00,1492.920044,1501.390015,1489.650024,1495.839966,1495.839966,1026800000,0.19558462,2.556931682
7/14/00,1495.839966,1509.98999,1494.560059,1509.97998,1509.97998,960600000,0.945289224,-6.447214647
7/17/00,1509.97998,1517.319946,1505.26001,1510.48999,1510.48999,906000000,0.033775944,-5.683947533
7/18/00,1510.48999,1510.48999,1491.349976,1493.73999,1493.73999,908300000,-1.108911685,0.253863135
7/19/00,1493.73999,1495.630005,1479.920044,1481.959961,1481.959961,909400000,-0.788626473,0.121105362
7/20/00,1481.959961,1501.920044,1481.959961,1495.569946,1495.569946,1064600000,0.918377376,17.06619749
7/21/00,1495.569946,1495.569946,1477.910034,1480.189941,1480.189941,968300000,-1.028370826,-9.045650949
7/24/00,1480.189941,1485.880005,1463.800049,1464.290039,1464.290039,880300000,-1.074179844,-9.088092533
7/25/00,1464.290039,1476.22998,1464.290039,1474.469971,1474.469971,969400000,0.695212815,10.12154947
7/26/00,1474.469971,1474.469971,1452.420044,1452.420044,1452.420044,1235800000,-1.495447682,27.48091603
7/27/00,1452.420044,1464.910034,1445.329956,1449.619995,1449.619995,1156400000,-0.19278507,-6.424987862
7/28/00,1449.619995,1456.680054,1413.890015,1419.890015,1419.890015,980000000,-2.050880928,-15.25423729
7/31/00,1419.890015,1437.650024,1418.709961,1430.829956,1430.829956,952600000,0.770478057,-2.795918367
8/1/00,1430.829956,1443.540039,1428.959961,1438.099976,1438.099976,938700000,0.508098113,-1.459164392
8/2/00,1438.099976,1451.589966,1433.48999,1438.699951,1438.699951,994500000,0.041719978,5.944391179
8/3/00,1438.699951,1454.189941,1425.430054,1452.560059,1452.560059,1095600000,0.963377248,10.16591252
8/4/00,1452.560059,1462.930054,1451.310059,1462.930054,1462.930054,956000000,0.713911617,-12.7418766
8/7/00,1462.930054,1480.800049,1460.719971,1479.319946,1479.319946,854800000,1.120346934,-10.58577406
8/8/00,1479.319946,1484.52002,1472.609985,1482.800049,1482.800049,992200000,0.235250191,16.07393542
8/9/00,1482.800049,1490.329956,1471.160034,1472.869995,1472.869995,1054000000,-0.669682605,6.228582947
8/10/00,1472.869995,1475.150024,1459.890015,1460.25,1460.25,940800000,-0.856830205,-10.74003795
8/11/00,1460.25,1475.719971,1453.060059,1471.839966,1471.839966,835500000,0.793697381,-11.19260204
8/14/00,1471.839966,1491.640015,1468.560059,1491.560059,1491.560059,783800000,1.339825895,-6.18791143
8/15/00,1491.560059,1493.119995,1482.73999,1484.430054,1484.430054,895900000,-0.478023326,14.30211789
8/16/00,1484.430054,1496.089966,1475.73999,1479.849976,1479.849976,929800000,-0.30854118,3.783904454
8/17/00,1479.849976,1499.319946,1479.849976,1496.069946,1496.069946,922400000,1.096055023,-0.79587008
8/18/00,1496.069946,1499.469971,1488.98999,1491.719971,1491.719971,821400000,-0.290760135,-10.94969644
8/21/00,1491.719971,1502.839966,1491.130005,1499.47998,1499.47998,731600000,0.520205478,-10.93255418
8/22/00,1499.47998,1508.449951,1497.420044,1498.130005,1498.130005,818800000,-0.090029545,11.91908147
8/23/00,1498.130005,1507.199951,1489.52002,1505.969971,1505.969971,871000000,0.5233168,6.375183195
8/24/00,1505.969971,1511.160034,1501.25,1508.310059,1508.310059,837100000,0.155387428,-3.892078071
8/25/00,1508.310059,1513.469971,1505.089966,1506.449951,1506.449951,685600000,-0.12332398,-18.09819615
8/28/00,1506.449951,1523.949951,1506.449951,1514.089966,1514.089966,733600000,0.507153589,7.001166861
8/29/00,1514.089966,1514.810059,1505.459961,1509.839966,1509.839966,795600000,-0.280696662,8.451472192
8/30/00,1509.839966,1510.48999,1500.089966,1502.589966,1502.589966,818400000,-0.480183341,2.865761689
8/31/00,1502.589966,1525.209961,1502.589966,1517.680054,1517.680054,1056600000,1.004271847,29.10557185
9/1/00,1517.680054,1530.089966,1515.530029,1520.77002,1520.77002,767700000,0.203597984,-27.34241908
9/5/00,1520.77002,1520.77002,1504.209961,1507.079956,1507.079956,838500000,-0.900206068,9.222352481
9/6/00,1507.079956,1512.609985,1492.119995,1492.25,1492.25,995100000,-0.984019192,18.67620751
9/7/00,1492.25,1505.339966,1492.25,1502.51001,1502.51001,985500000,0.687553024,-0.964727163
9/8/00,1502.51001,1502.51001,1489.880005,1494.5,1494.5,961000000,-0.533108595,-2.486047692
9/11/00,1494.5,1506.76001,1483.01001,1489.26001,1489.26001,899300000,-0.350618267,-6.420395421
9/12/00,1489.26001,1496.930054,1479.670044,1481.98999,1481.98999,991200000,-0.488163246,10.21905927
9/13/00,1481.98999,1487.449951,1473.609985,1484.910034,1484.910034,1068300000,0.197035339,7.778450363
9/14/00,1484.910034,1494.160034,1476.72998,1480.869995,1480.869995,1014000000,-0.272072981,-5.082841898
9/15/00,1480.869995,1480.959961,1460.219971,1465.810059,1465.810059,1268400000,-1.016965436,25.0887574
9/18/00,1465.810059,1467.77002,1441.920044,1444.51001,1444.51001,962500000,-1.453124767,-24.11699779
9/19/00,1444.51001,1461.160034,1444.51001,1459.900024,1459.900024,1024900000,1.065414147,6.483116883
9/20/00,1459.900024,1460.48999,1430.949951,1451.339966,1451.339966,1104000000,-0.586345493,7.717826129
9/21/00,1451.339966,1452.77002,1436.300049,1449.050049,1449.050049,1105400000,-0.157779504,0.126811594
9/22/00,1449.050049,1449.050049,1421.880005,1448.719971,1448.719971,1185500000,-0.022778923,7.246245703
9/25/00,1448.719971,1457.420044,1435.930054,1439.030029,1439.030029,982400000,-0.668862319,-17.13201181
9/26/00,1439.030029,1448.040039,1425.25,1427.209961,1427.209961,1106600000,-0.821391337,12.64250814
9/27/00,1427.209961,1437.219971,1419.439941,1426.569946,1426.569946,1174700000,-0.044843787,6.15398518
9/28/00,1426.569946,1461.689941,1425.780029,1458.290039,1458.290039,1206200000,2.223521748,2.681535711
9/29/00,1458.290039,1458.290039,1436.290039,1436.51001,1436.51001,1197100000,-1.493532042,-0.754435417
10/2/00,1436.52002,1445.599976,1429.829956,1436.22998,1436.22998,1051200000,-0.019493773,-12.18778715
10/3/00,1436.22998,1454.819946,1425.280029,1426.459961,1426.459961,1098100000,-0.680254495,4.461567732
10/4/00,1426.459961,1439.98999,1416.310059,1434.319946,1434.319946,1167400000,0.551013363,6.310900647
10/5/00,1434.319946,1444.170044,1431.800049,1436.280029,1436.280029,1176100000,0.136655912,0.745245845
10/6/00,1436.280029,1443.300049,1397.060059,1408.98999,1408.98999,1150100000,-1.900050022,-2.210696369
10/9/00,1408.98999,1409.689941,1392.47998,1402.030029,1402.030029,716600000,-0.493968094,-37.69237458
10/10/00,1402.030029,1408.829956,1383.849976,1387.02002,1387.02002,1044000000,-1.070591121,45.68797097
10/11/00,1387.02002,1387.02002,1349.670044,1364.589966,1364.589966,1387500000,-1.617139888,32.90229885
10/12/00,1364.589966,1374.930054,1328.060059,1329.780029,1329.780029,1388600000,-2.550944816,0.079279279
10/13/00,1329.780029,1374.170044,1327.079956,1374.170044,1374.170044,1223900000,3.338147215,-11.86086706
10/16/00,1374.170044,1379.47998,1365.060059,1374.619995,1374.619995,1005400000,0.032743473,-17.85276575
10/17/00,1374.619995,1380.98999,1342.339966,1349.969971,1349.969971,1161500000,-1.793224607,15.52615874
10/18/00,1349.969971,1356.650024,1305.790039,1342.130005,1342.130005,1441700000,-0.58075114,24.12397762
10/19/00,1342.130005,1389.930054,1342.130005,1388.76001,1388.76001,1297900000,3.47432848,-9.974335854
10/20/00,1388.76001,1408.469971,1382.189941,1396.930054,1396.930054,1177400000,0.588297758,-9.284228369
10/23/00,1396.930054,1406.959961,1387.75,1395.780029,1395.780029,1046800000,-0.082325167,-11.09223713
10/24/00,1395.780029,1415.640015,1388.130005,1398.130005,1398.130005,1158600000,0.168362919,10.68016813
10/25/00,1398.130005,1398.130005,1362.209961,1364.900024,1364.900024,1315600000,-2.376744715,13.55083722
10/26/00,1364.900024,1372.719971,1337.810059,1364.439941,1364.439941,1303800000,-0.033708183,-0.896929158
10/27/00,1364.439941,1384.569946,1364.130005,1379.579956,1379.579956,1086300000,1.109613882,-16.68200644
10/30/00,1379.579956,1406.359985,1376.859985,1398.660034,1398.660034,1186500000,1.383035316,9.223971279
10/31/00,1398.660034,1432.219971,1398.660034,1429.400024,1429.400024,1366400000,2.197817143,15.16224189
11/1/00,1429.400024,1429.599976,1410.449951,1421.219971,1421.219971,1206800000,-0.572271783,-11.68032787
11/2/00,1421.219971,1433.400024,1421.219971,1428.319946,1428.319946,1167700000,0.499569042,-3.239973484
11/3/00,1428.319946,1433.209961,1420.920044,1426.689941,1426.689941,997700000,-0.11412044,-14.55853387
11/6/00,1428.76001,1438.459961,1427.719971,1432.189941,1432.189941,930900000,0.38550773,-6.695399419
11/7/00,1432.189941,1436.219971,1423.26001,1431.869995,1431.869995,880900000,-0.022339635,-5.371146203
11/8/00,1431.869995,1437.280029,1408.780029,1409.280029,1409.280029,909300000,-1.577654821,3.22397548
11/9/00,1409.280029,1409.280029,1369.680054,1400.140015,1400.140015,1111000000,-0.648559109,22.18189816
11/10/00,1400.140015,1400.140015,1365.969971,1365.97998,1365.97998,962500000,-2.439758498,-13.36633663
11/13/00,1365.97998,1365.97998,1328.619995,1351.26001,1351.26001,1129300000,-1.077612426,17.32987013
11/14/00,1351.26001,1390.060059,1351.26001,1382.949951,1382.949951,1118800000,2.345214153,-0.929779509
11/15/00,1382.949951,1395.959961,1374.75,1389.810059,1389.810059,1066800000,0.496048899,-4.647836968
11/16/00,1389.810059,1394.76001,1370.390015,1372.319946,1372.319946,956300000,-1.258453476,-10.35808024
11/17/00,1372.319946,1384.849976,1355.550049,1367.719971,1367.719971,1070400000,-0.335196979,11.93140228
11/20/00,1367.719971,1367.719971,1341.670044,1342.619995,1342.619995,955800000,-1.835169226,-10.70627803
11/21/00,1342.619995,1355.869995,1333.619995,1347.349976,1347.349976,1137100000,0.352294843,18.96840343
11/22/00,1347.349976,1347.349976,1321.890015,1322.359985,1322.359985,963200000,-1.854751285,-15.29328995
11/24/00,1322.359985,1343.829956,1322.359985,1341.77002,1341.77002,404870000,1.467832906,-57.96615449
11/27/00,1341.77002,1362.5,1341.77002,1348.969971,1348.969971,946100000,0.536600974,133.6799466
11/28/00,1348.969971,1358.810059,1334.969971,1336.089966,1336.089966,1028200000,-0.954802944,8.677729627
11/29/00,1336.089966,1352.380005,1329.280029,1341.930054,1341.930054,402100000,0.437102901,-60.89282241
11/30/00,1341.910034,1341.910034,1294.900024,1314.949951,1314.949951,1186530000,-2.010544657,195.0833126
12/1/00,1314.949951,1334.670044,1307.02002,1315.22998,1315.22998,1195200000,0.021295792,0.730702131
12/4/00,1315.180054,1332.060059,1310.22998,1324.969971,1324.969971,1103000000,0.740554211,-7.714190094
12/5/00,1324.969971,1376.560059,1324.969971,1376.540039,1376.540039,900300000,3.892168814,-18.37715322
12/6/00,1376.540039,1376.540039,1346.150024,1351.459961,1351.459961,1399300000,-1.82196502,55.42596912
12/7/00,1351.459961,1353.5,1339.26001,1343.550049,1343.550049,1128000000,-0.585286448,-19.38826556
12/8/00,1343.550049,1380.329956,1343.550049,1369.890015,1369.890015,1358300000,1.960475236,20.41666667
12/11/00,1369.890015,1389.050049,1364.140015,1380.199951,1380.199951,1202400000,0.752610493,-11.47758227
12/12/00,1380.199951,1380.27002,1370.27002,1371.180054,1371.180054,1083400000,-0.653521035,-9.896872921
12/13/00,1371.180054,1385.819946,1358.47998,1359.98999,1359.98999,1195100000,-0.816090051,10.31013476
12/14/00,1359.98999,1359.98999,1340.47998,1340.930054,1340.930054,1061300000,-1.401476198,-11.19571584
12/15/00,1340.930054,1340.930054,1305.380005,1312.150024,1312.150024,1561100000,-2.146273768,47.0931876
12/18/00,1312.150024,1332.319946,1312.150024,1322.73999,1322.73999,1189900000,0.807069756,-23.77810518
12/19/00,1322.959961,1346.439941,1305.199951,1305.599976,1305.599976,1324900000,-1.29579616,11.34549122
12/20/00,1305.599976,1305.599976,1261.160034,1264.73999,1264.73999,1421600000,-3.129594573,7.29866405
12/21/00,1264.73999,1285.310059,1254.069946,1274.859985,1274.859985,1449900000,0.800164072,1.990714688
12/22/00,1274.859985,1305.969971,1274.859985,1305.949951,1305.949951,1087100000,2.438696513,-25.02241534
12/26/00,1305.969971,1315.939941,1301.640015,1315.189941,1315.189941,806500000,0.707530177,-25.81179284
12/27/00,1315.189941,1332.030029,1310.959961,1328.920044,1328.920044,1092700000,1.043963505,35.4866708
12/28/00,1328.920044,1335.930054,1325.780029,1334.219971,1334.219971,1015300000,0.398814588,-7.083371465
12/29/00,1334.219971,1340.099976,1317.51001,1320.280029,1320.280029,1035500000,-1.04480088,1.989559736
1/2/01,1320.280029,1320.280029,1276.050049,1283.27002,1283.27002,1129400000,-2.803193882,9.068083052
1/3/01,1283.27002,1347.76001,1274.619995,1347.560059,1347.560059,1880700000,5.00986059,66.5220471
1/4/01,1347.560059,1350.23999,1329.140015,1333.339966,1333.339966,2131000000,-1.055247438,13.30887436
1/5/01,1333.339966,1334.77002,1294.949951,1298.349976,1298.349976,1430800000,-2.624236196,-32.85781323
1/8/01,1298.349976,1298.349976,1276.290039,1295.859985,1295.859985,1115500000,-0.191781187,-22.03662287
1/9/01,1295.859985,1311.719971,1295.140015,1300.800049,1300.800049,1191300000,0.381218963,6.795159121
1/10/01,1300.800049,1313.76001,1287.280029,1313.27002,1313.27002,1296500000,0.958638571,8.830689163
1/11/01,1313.27002,1332.189941,1309.719971,1326.819946,1326.819946,1411200000,1.031769994,8.846895488
1/12/01,1326.819946,1333.209961,1311.589966,1318.550049,1318.550049,1276000000,-0.623287058,-9.580498866
